year,motor,running,wheel,color,car_type,status,motor_volume,price
2016,Բենզին,46900  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,13800
2015,Բենզին,57989  կմ,Ձախ,Մոխրագույն,Սեդան,Գերազանց,1.8,11500
2017,Բենզին,67000  մղոն,Ձախ,Կապույտ,Ամենագնաց,Գերազանց,2.5,14800
2013,Բենզին,223500  կմ,Ձախ,Սպիտակ,Ամենագնաց,Լավ,2.0,12300
2015,Բենզին,165000  կմ,Ձախ,Սև,Սեդան,Լավ,2.0,25000
2021,Բենզին,68000  կմ,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,25000
2018,Բենզին,83000  կմ,Ձախ,Սպիտակ,Ամենագնաց,Լավ,2.0,14000
2022,Բենզին,3000  մղոն,Ձախ,Սև,Սեդան,Նոր,2.0,25500
2015,Բենզին,82000  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,12000
2020,Բենզին,60000  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,19000
2017,Բենզին,34000  մղոն,Ձախ,Սև,Սեդան,Լավ,2.0,12300
2017,Բենզին,43000  կմ,Ձախ,Սպիտակ,Հետչբեք,Գերազանց,1.6,15000
2019,Բենզին,15000  մղոն,Ձախ,Կարմիր,Սեդան,Գերազանց,2.0,17500
1998,Բենզին և գազ,350850  կմ,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,4700
2022,Բենզին,22000  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,21000
2015,Բենզին,135  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,10000
2008,Բենզին,276000  կմ,Ձախ,Սև,Սեդան,Լավ,1.6,8300
2018,Բենզին,47000  կմ,Ձախ,Սև,Սեդան,Գերազանց,1.8,15800
2019,Բենզին,30000  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,15300
2017,Բենզին,74000  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,16000
2011,Բենզին,190000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,12500
2021,Բենզին,29000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,25600
2017,Բենզին,50500  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,12200
2017,Բենզին,75000  կմ,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,27900
2018,Բենզին,85000  կմ,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,13600
2012,Բենզին,210000  կմ,Ձախ,Սպիտակ,Հետչբեք,Գերազանց,2.5,12000
2018,Բենզին,42600  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,16500
1995,Բենզին,290  կմ,Ձախ,Մանուշակագույն,Սեդան,Նորմալ,2.0,4000
2020,Բենզին,128000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,14500
2018,Բենզին,57000  մղոն,Ձախ,Սպիտակ,Ամենագնաց,Գերազանց,2.0,25000
2017,Բենզին,102000  կմ,Ձախ,Բալագույն,Ամենագնաց,Գերազանց,2.0,14999
2008,Բենզին,135000  կմ,Ձախ,Սև,Սեդան,Գերազանց,1.6,10900
2013,Բենզին,61000  մղոն,Ձախ,Սպիտակ,Սեդան,Լավ,1.8,14000
2017,Բենզին,71000  կմ,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,11800
2016,Բենզին,185000  կմ,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,11400
2020,Բենզին,37394  մղոն,Ձախ,Սև,Սեդան,Վթարված,2.0,17300
2018,Բենզին,90000  կմ,Ձախ,Բալագույն,Սեդան,Գերազանց,2.0,13800
2016,Բենզին,80000  մղոն,Ձախ,Կապույտ,Սեդան,Լավ,2.0,12400
2019,Բենզին,21000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,18000
1996,Գազ,400000  կմ,Ձախ,Սև,Սեդան,Լավ,2.0,4700
1996,Գազ,334000  կմ,Ձախ,Սպիտակ,Սեդան,Լավ,1.8,4400
2019,Բենզին,30000  մղոն,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,17700
2017,Բենզին,61000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,28000
2013,Բենզին,146  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,10500
2019,Բենզին,81134  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,23000
2022,Բենզին,3000  մղոն,Ձախ,Բալագույն,Ամենագնաց,Գերազանց,1.5,34500
2017,Բենզին,100000  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.5,15800
2016,Բենզին,40000  կմ,Ձախ,Սև,Սեդան,Գերազանց,1.6,17000
2018,Բենզին,58900  մղոն,Ձախ,Սպիտակ,Ամենագնաց,Գերազանց,2.0,17800
2005,Գազ,220000  կմ,Ձախ,Սպիտակ,Սեդան,Լավ,2.0,6200
2017,Բենզին,43009  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.5,20500
2017,Բենզին,70000  մղոն,Ձախ,Մոխրագույն,Ամենագնաց,Գերազանց,2.0,15750
2022,Բենզին,150  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,25000
2018,Բենզին,25000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,33000
2017,Բենզին,104000  մղոն,Ձախ,Սպիտակ,Ամենագնաց,Գերազանց,2.0,15750
2020,Բենզին,120000  կմ,Ձախ,Սև,Սեդան,Լավ,1.6,20700
1995,Բենզին,241000  կմ,Ձախ,Արծաթագույն,Սեդան,Լավ,1.8,5500
2020,Բենզին,7100  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,15750
1997,Բենզին,261000  կմ,Ձախ,Այլ գույն,Սեդան,Նորմալ,2.0,4300
2017,Բենզին,60000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,29800
2022,Բենզին,150  կմ,Ձախ,Սև,Սեդան,Նոր,2.0,20900
2014,Բենզին,124000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,15750
2018,Բենզին,143000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,14800
2021,Բենզին,18000  կմ,Ձախ,Սպիտակ,Սեդան,Լավ,1.6,22500
2017,Բենզին,82000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,26400
2012,Բենզին,240000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,1.6,9500
2016,Բենզին,75000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,17800
2017,Գազ,60000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,19000
2020,Բենզին,20000  մղոն,Ձախ,Սպիտակ,Սեդան,Նորմալ,2.0,16700
1994,Բենզին,400000  կմ,Ձախ,Բեժ,Սեդան,Լավ,2.0,3500
2018,Բենզին,90000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,12500
2020,Բենզին,24000  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,16850
2000,Բենզին,280000  կմ,Ձախ,Սև,Կուպե,Գերազանց,2.0,3800
2022,Բենզին,18000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,22000
2017,Բենզին,72000  կմ,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,13900
2016,Բենզին,80000  կմ,Ձախ,Սև,Սեդան,Լավ,2.0,18500
2011,Գազ,175000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,8500
2007,Բենզին,106000  կմ,Ձախ,Կարմիր,Սեդան,Գերազանց,1.6,9800
2001,Գազ,235000  կմ,Ձախ,Արծաթագույն,Սեդան,Լավ,2.0,6300
2017,Բենզին,80000  մղոն,Ձախ,Շագանակագույն,Սեդան,Գերազանց,2.0,11800
2018,Բենզին,59100  կմ,Ձախ,Սև,Ունիվերսալ,Գերազանց,2.0,20800
2020,Բենզին,46000  կմ,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,18000
2014,Բենզին,105000  կմ,Ձախ,Սև,Սեդան,Գերազանց,1.8,24000
2021,Բենզին,86000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,20700
2022,Բենզին,11000  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,26500
2019,Բենզին,30000  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,17500
2020,Բենզին,42000  մղոն,Ձախ,Կարմիր,Սեդան,Գերազանց,2.4,13650
2017,Բենզին,106000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,13300
2018,Բենզին,3700  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,40000
2022,Բենզին,13000  կմ,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,35000
2015,Բենզին,92540  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,1.6,10000
2018,Գազ,73000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,13900
2017,Բենզին,86000  մղոն,Ձախ,Արծաթագույն,Ամենագնաց,Գերազանց,2.0,16500
2012,Բենզին,123500  կմ,Ձախ,Սև,Սեդան,Գերազանց,1.8,12500
2018,Բենզին,57000  կմ,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,21300
2012,Բենզին,100000  կմ,Ձախ,Սև,Սեդան,Գերազանց,1.8,13200
2015,Բենզին,115000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,15750
2017,Բենզին,155000  կմ,Ձախ,Արծաթագույն,Սեդան,Լավ,2.0,11500
2016,Բենզին,120000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,26700
2019,Բենզին,45047  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,19800
2001,Գազ,329000  կմ,Ձախ,Բեժ,Սեդան,Լավ,2.0,5300
2019,Բենզին,52000  մղոն,Ձախ,Սև,Սեդան,Վթարված,2.0,13200
2017,Բենզին,82000  մղոն,Ձախ,Շագանակագույն,Սեդան,Վթարված,2.0,14200
2019,Բենզին,32000  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,21000
1997,Գազ,197000  կմ,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,5250
2019,Բենզին,69000  մղոն,Ձախ,Մոխրագույն,Ամենագնաց,Գերազանց,2.0,18500
1998,Բենզին,210749  կմ,Ձախ,Մոխրագույն,Սեդան,Գերազանց,1.8,6000
2017,Բենզին,110000  կմ,Ձախ,Կապույտ,Սեդան,Գերազանց,1.8,16500
2018,Բենզին,71000  կմ,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,28500
2019,Բենզին,18000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,37000
2019,Բենզին,4000  կմ,Ձախ,Մոխրագույն,Ամենագնաց,Գերազանց,2.0,15600
2013,Բենզին,180000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,1.8,9500
2019,Բենզին,62000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,13500
2018,Բենզին,35000  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,13500
2019,Գազ,60000  կմ,Ձախ,Արծաթագույն,Ամենագնաց,Գերազանց,2.0,18800
2012,Բենզին,124000  մղոն,Ձախ,Սև,Սեդան,Լավ,3.0,13800
2014,Բենզին,72000  մղոն,Ձախ,Կապույտ,Սեդան,Լավ,1.8,10800
2018,Բենզին,22000  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.5,20300
2016,Բենզին,37000  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.5,16300
2018,Բենզին,87000  մղոն,Ձախ,Կապույտ,Ամենագնաց,Գերազանց,2.0,16900
2001,Բենզին,302000  կմ,Ձախ,Արծաթագույն,Սեդան,Լավ,2.0,5800
2014,Բենզին,14300  մղոն,Ձախ,Այլ գույն,Հետչբեք,Գերազանց,2.0,10600
2019,Բենզին,88000  մղոն,Ձախ,Արծաթագույն,Ամենագնաց,Գերազանց,2.5,18700
2022,Բենզին,16000  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,15750
2017,Բենզին,115000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,18000
2018,Բենզին,82000  կմ,Ձախ,Սպիտակ,Ամենագնաց,Գերազանց,2.0,14209
2012,Բենզին,10  մղոն,Ձախ,Կարմիր,Կուպե,Լավ,2.0,9200
2016,Բենզին,98400  մղոն,Ձախ,Կարմիր,Սեդան,Լավ,1.8,10400
2018,Բենզին,66000  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,17800
2020,Բենզին,27000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,42000
2016,Բենզին,95000  մղոն,Ձախ,Սպիտակ,Ունիվերսալ,Գերազանց,2.5,15300
1997,Գազ,100000  կմ,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,4700
2020,Բենզին,70000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,16500
2019,Բենզին,71000  կմ,Ձախ,Կապույտ,Ամենագնաց,Լավ,2.0,14000
2018,Բենզին,38000  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,16500
2008,Գազ,300000  կմ,Ձախ,Արծաթագույն,Սեդան,Լավ,3.5,11200
2018,Բենզին,67000  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.5,16900
2020,Բենզին,27000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,23500
2018,Բենզին,47000  մղոն,Ձախ,Սպիտակ,Ամենագնաց,Գերազանց,2.5,15750
2008,Բենզին,220000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,9600
2022,Բենզին,800  կմ,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,37500
2019,Բենզին,65000  կմ,Ձախ,Սև,Սեդան,Գերազանց,1.6,27500
2016,Բենզին,90100  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,18000
2017,Բենզին,107000  կմ,Ձախ,Սմբկագույն,Սեդան,Լավ,2.0,9900
2018,Բենզին,57000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,15500
2019,Բենզին,49000  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,14000
2018,Բենզին,49000  կմ,Ձախ,Մոխրագույն,Ամենագնաց,Գերազանց,2.5,17800
2019,Բենզին,17000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,15000
2014,Բենզին,130000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,12500
2016,Բենզին,26000  մղոն,Ձախ,Կարմիր,Սեդան,Գերազանց,2.0,11000
2019,Բենզին,70000  մղոն,Ձախ,Մոխրագույն,Ամենագնաց,Վթարված,2.0,12500
2018,Բենզին,23000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,15000
2017,Բենզին,70910  կմ,Ձախ,Մոխրագույն,Ամենագնաց,Գերազանց,2.0,16900
2019,Բենզին,32000  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.5,26500
2013,Բենզին,130000  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,10500
2017,Բենզին,102000  կմ,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,12600
2023,Բենզին,5000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,27000
2019,Բենզին,55000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,25000
2017,Բենզին,100000  մղոն,Ձախ,Սև,Սեդան,Վթարված,2.5,8500
2017,Բենզին,22000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,28486
1995,Գազ,400000  կմ,Ձախ,Կապույտ,Սեդան,Լավ,2.0,15750
2017,Բենզին,45000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,12500
2015,Բենզին,70000  մղոն,Ձախ,Մոխրագույն,Սեդան,Լավ,2.0,11500
2016,Բենզին և գազ,120  կմ,Ձախ,Սպիտակ,Ամենագնաց,Լավ,2.0,15750
2017,Բենզին,86000  կմ,Ձախ,Մոխրագույն,Ամենագնաց,Գերազանց,2.0,16000
2017,Բենզին,69000  մղոն,Ձախ,Սև,Սեդան,Լավ,2.0,13300
2014,Բենզին,138000  կմ,Ձախ,Սև,Սեդան,Նորմալ,2.0,8500
1997,Գազ,188000  կմ,Ձախ,Արծաթագույն,Սեդան,Նորմալ,2.0,4300
2017,Բենզին,132000  կմ,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,28000
2017,Գազ,101000  կմ,Ձախ,Սև,Ունիվերսալ,Գերազանց,2.0,17777
2019,Բենզին,31000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,16800
2014,Գազ,167000  կմ,Ձախ,Մոխրագույն,Ամենագնաց,Լավ,2.5,14500
2017,Բենզին,70000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,29500
2019,Բենզին,57000  կմ,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,16500
2017,Բենզին,130000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,25800
2013,Բենզին,124000  կմ,Ձախ,Կարմիր,Սեդան,Գերազանց,2.0,12990
2018,Բենզին,48000  մղոն,Ձախ,Սպիտակ,Ամենագնաց,Գերազանց,2.0,21000
2019,Բենզին,107  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,17200
2015,Գազ,82000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,16500
2017,Բենզին,83000  մղոն,Ձախ,Կանաչ,Ունիվերսալ,Գերազանց,2.5,20500
2019,Բենզին,38000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,15900
2017,Բենզին,63000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,30000
2007,Գազ,290000  կմ,Ձախ,Ոսկեգույն,Սեդան,Գերազանց,2.5,8000
2020,Բենզին,30000  մղոն,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,17400
2017,Բենզին,91000  կմ,Ձախ,Սև,Կուպե,Գերազանց,2.0,39000
2018,Բենզին,41000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,18200
2017,Բենզին,142000  կմ,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,16200
1996,Գազ,260000  կմ,Ձախ,Արծաթագույն,Սեդան,Լավ,2.0,5400
2011,Բենզին,166000  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,9300
2019,Բենզին,30000  մղոն,Ձախ,Կապույտ,Ամենագնաց,Գերազանց,2.0,19200
2019,Բենզին,59000  մղոն,Ձախ,Սպիտակ,Ամենագնաց,Գերազանց,2.5,23500
2007,Բենզին,181000  կմ,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,9500
2019,Բենզին,69900  մղոն,Ձախ,Սպիտակ,Ամենագնաց,Գերազանց,2.5,24800
1997,Բենզին,300000  կմ,Ձախ,Արծաթագույն,Սեդան,Լավ,2.0,4900
2019,Բենզին,36600  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,19900
2018,Բենզին,49000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,1.8,15500
1998,Գազ,234000  կմ,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,6950
2020,Բենզին,29000  կմ,Ձախ,Մոխրագույն,Ամենագնաց,Նոր,2.0,20900
2018,Բենզին,105000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,11600
2019,Բենզին,70000  կմ,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,26000
2018,Բենզին,110000  կմ,Ձախ,Սև,Կուպե,Գերազանց,2.0,33600
2017,Բենզին,52000  մղոն,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,14800
2016,Գազ,140000  կմ,Ձախ,Սև,Ամենագնաց,Գերազանց,2.5,17500
2017,Բենզին,58000  մղոն,Ձախ,Մոխրագույն,Ամենագնաց,Գերազանց,2.0,18000
2007,Գազ,220000  կմ,Ձախ,Սև,Սեդան,Գերազանց,1.6,8900
2019,Բենզին,51000  մղոն,Ձախ,Մոխրագույն,Ամենագնաց,Գերազանց,2.0,17500
2019,Բենզին,27700  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,17500
2013,Բենզին,151000  կմ,Ձախ,Սև,Սեդան,Գերազանց,1.6,13800
2017,Բենզին,50000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,15500
1995,Գազ,222000  կմ,Ձախ,Սպիտակ,Սեդան,Լավ,1.8,4500
2018,Բենզին,111  կմ,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,31000
2017,Բենզին,90700  մղոն,Ձախ,Սև,Ամենագնաց,Լավ,2.5,16900
2022,Բենզին,24000  մղոն,Ձախ,Այլ գույն,Ամենագնաց,Գերազանց,2.0,30000
2018,Բենզին,146000  կմ,Ձախ,Արծաթագույն,Ամենագնաց,Լավ,2.5,14500
2010,Բենզին,111111  կմ,Ձախ,Սպիտակ,Սեդան,Լավ,1.6,7500
2017,Բենզին,65000  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,17000
2019,Բենզին,23000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,17000
2016,Բենզին,120000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,28500
2019,Բենզին,56000  կմ,Ձախ,Սպիտակ,Ունիվերսալ,Գերազանց,2.0,25300
2018,Բենզին,50000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,35900
1997,Գազ,257000  կմ,Ձախ,Արծաթագույն,Սեդան,Գերազանց,1.8,5250
2018,Բենզին,75000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,27500
2018,Բենզին,33000  մղոն,Ձախ,Մոխրագույն,Ամենագնաց,Գերազանց,2.0,17300
2017,Բենզին,90000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,1.6,17500
2019,Բենզին,71000  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,16000
2018,Բենզին,65000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,12800
2022,Բենզին,5700  մղոն,Ձախ,Սև,Սեդան,Գերազանց,1.8,27500
2019,Բենզին,66  մղոն,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,15800
2019,Բենզին,56000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,1.6,22500
2018,Բենզին և գազ,59000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,11800
2017,Գազ,49000  մղոն,Ձախ,Սև,Սեդան,Լավ,2.0,11900
2018,Բենզին,64000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,15750
2011,Բենզին և գազ,152000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,8150
2017,Բենզին,96000  կմ,Ձախ,Մոխրագույն,Ամենագնաց,Գերազանց,2.0,14500
2020,Բենզին,20000  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,25000
2012,Բենզին,175000  կմ,Ձախ,Կարմիր,Սեդան,Լավ,3.0,16500
2013,Բենզին,60000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,14000
2019,Բենզին,21000  մղոն,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,16500
2018,Բենզին,63000  մղոն,Ձախ,Արծաթագույն,Ամենագնաց,Գերազանց,2.0,17300
2022,Բենզին,19  կմ,Ձախ,Սպիտակ,Սեդան,Լավ,2.0,25950
1995,Բենզին,400000  կմ,Ձախ,Սև,Սեդան,Նորմալ,2.0,15750
2017,Բենզին,48000  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,14000
2019,Բենզին,49000  մղոն,Ձախ,Կարմիր,Սեդան,Գերազանց,2.0,15000
2017,Բենզին,74000  մղոն,Ձախ,Սև,Սեդան,Գերազանց,2.0,14300
2019,Բենզին,38000  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,23500
2019,Բենզին,30000  կմ,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,26800
2009,Բենզին,150000  մղոն,Ձախ,Կապույտ,Սեդան,Լավ,2.4,7300
2011,Բենզին,226566  կմ,Ձախ,Սպիտակ,Սեդան,Լավ,2.0,12500
2019,Բենզին,30000  մղոն,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,22000
2019,Բենզին,40000  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,17700
2018,Բենզին,29000  մղոն,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,14500
2019,Բենզին,30000  կմ,Ձախ,Սև,Ունիվերսալ,Գերազանց,2.0,20000
2013,Բենզին,115000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,10500
2020,Բենզին,46800  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,13900
2021,Բենզին,17300  մղոն,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,24000
2006,Բենզին,220000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,7500
2017,Բենզին,25  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,13700
2019,Բենզին,52000  մղոն,Ձախ,Արծաթագույն,Սեդան,Գերազանց,2.0,15700
2014,Բենզին,97000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,1.8,10500
2018,Բենզին,56000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,19000
2019,Բենզին,25000  մղոն,Ձախ,Մոխրագույն,Հետչբեք,Գերազանց,2.0,16000
1998,Գազ,300000  կմ,Ձախ,Կապույտ,Սեդան,Լավ,2.0,5400
2018,Բենզին,38500  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,14200
2017,Բենզին,71000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,1.6,21000
2016,Գազ,130000  կմ,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,12500
2017,Բենզին,150000  կմ,Ձախ,Բեժ,Սեդան,Գերազանց,2.0,13800
2001,Բենզին,163000  կմ,Ձախ,Կապույտ,Սեդան,Լավ,2.4,6700
2015,Բենզին,123  մղոն,Ձախ,Սպիտակ,Սեդան,Լավ,1.8,10590
2019,Բենզին,70000  կմ,Ձախ,Կապույտ,Սեդան,Գերազանց,2.0,17500
2017,Բենզին,59000  մղոն,Ձախ,Սև,Ամենագնաց,Գերազանց,2.0,17000
2012,Բենզին,89000  մղոն,Ձախ,Մոխրագույն,Սեդան,Գերազանց,2.0,9300
2008,Գազ,180000  կմ,Ձախ,Սև,Սեդան,Լավ,3.0,13000
2018,Բենզին,26780  կմ,Ձախ,Սպիտակ,Ամենագնաց,Գերազանց,2.5,23000
2018,Բենզին և գազ,36000  մղոն,Ձախ,Սպիտակ,Ունիվերսալ,Գերազանց,2.0,19000
2011,Բենզին,153000  մղոն,Ձախ,Երկնագույն,Սեդան,Գերազանց,1.8,8800
2018,Բենզին,78000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,14000
2019,Բենզին,66000  մղոն,Ձախ,Կապույտ,Ամենագնաց,Գերազանց,2.0,17700
2008,Գազ,350000  կմ,Ձախ,Սպիտակ,Սեդան,Լավ,2.0,12500
2019,Բենզին,88000  մղոն,Ձախ,Մոխրագույն,Ամենագնաց,Գերազանց,2.5,20700
2022,Բենզին,4000  կմ,Ձախ,Սպիտակ,Սեդան,Գերազանց,2.0,27900
2020,Բենզին,12000  կմ,Ձախ,Սև,Սեդան,Գերազանց,2.0,16500
